RecoleccionID,Fecha,Distrito,Residuo,Toneladas,TiempoRuta,Saturacion,Quejas,DistanciaKm,EstadoCamion
4123,2025-02-25,San Martín de Porres,Papel y Cartón,2.48,20,71,1,14.7,Operativo
4124,2025-01-15,Puente Piedra,Peligroso,17.89,61,67,0,2.84,Operativo
4125,2026-01-12,Independencia,Plástico,13.13,66,85,2,28.24,Operativo
4126,2026-03-18,Ancón,Orgánico,3.93,42,52,0,18.36,Operativo
4127,2025-01-13,San Martín de Porres,Metal,13.55,62,78,2,3.23,Operativo
4128,2026-04-28,Carabayllo,Peligroso,9.78,55,72,3,7.58,Operativo
4129,2025-07-14,Los Olivos,Plástico,11.48,28,96,1,28.84,Operativo
4130,2025-04-20,Comas,Metal,18.28,58,40,4,31.76,Operativo
4131,2026-02-18,Santa Rosa,Peligroso,12.95,41,77,4,2.64,Operativo
4132,2024-09-17,Los Olivos,Papel y Cartón,10.46,44,38,0,12.01,Mantenimiento
4133,2024-09-21,Puente Piedra,Papel y Cartón,3.31,63,85,4,11.4,Operativo
4134,2025-04-19,Comas,Papel y Cartón,3.64,37,28,4,26.82,Operativo
4135,2025-04-02,Carabayllo,Peligroso,17.49,63,84,4,25.58,Operativo
4136,2025-06-11,Puente Piedra,Peligroso,6.98,69,54,2,34.12,Operativo
4137,2024-10-19,Comas,Orgánico,11.46,23,90,5,21.72,Operativo
4138,2025-07-09,San Martín de Porres,Peligroso,8.64,60,41,4,30.68,Operativo
4139,2025-02-03,Santa Rosa,Metal,16.54,51,28,5,29.77,Operativo
4140,2026-04-19,Independencia,Vidrio,5.27,40,67,0,9.32,Operativo
4141,2024-08-16,Puente Piedra,Peligroso,9.32,65,98,4,9.23,Operativo
4142,2025-01-12,Los Olivos,Vidrio,2.07,54,34,2,19.62,Mantenimiento
4143,2026-03-01,Santa Rosa,Peligroso,2.05,20,38,5,29.55,Operativo
4144,2025-05-30,Carabayllo,Papel y Cartón,5.66,75,70,0,23.05,Operativo
4145,2024-12-06,Carabayllo,Vidrio,19.67,35,23,3,8.15,Operativo
4146,2024-09-20,Ancón,Peligroso,10.67,44,60,4,7.36,Operativo
4147,2025-07-21,Independencia,Orgánico,7.83,50,24,5,6.94,Operativo
4148,2026-01-09,Ancón,Vidrio,10.86,78,53,5,3.05,Operativo
4149,2025-02-20,Comas,Papel y Cartón,13.64,67,62,0,20.32,Operativo
4150,2025-01-24,Los Olivos,Peligroso,15.22,59,37,2,2.39,Operativo
4151,2024-12-24,Independencia,Papel y Cartón,15.18,22,65,1,32.31,Operativo
4152,2025-04-24,Carabayllo,Peligroso,18.68,46,63,4,18.4,Operativo
4153,2024-11-07,Puente Piedra,Plástico,18.33,28,88,1,28.77,Operativo
4154,2026-03-21,Santa Rosa,Peligroso,16.45,73,37,3,10.97,Operativo
4155,2024-12-04,Carabayllo,Plástico,2.57,20,32,3,4.53,Mantenimiento
4156,2026-07-01,Los Olivos,Metal,8.07,72,90,3,14.19,Operativo
4157,2026-06-28,Puente Piedra,Papel y Cartón,2.14,37,63,0,29.43,Operativo
4158,2024-08-31,Independencia,Papel y Cartón,4.77,62,30,5,20.96,Operativo
4159,2025-10-12,Los Olivos,Peligroso,17.21,53,70,2,24.96,Operativo
4160,2025-08-07,Independencia,Vidrio,13.68,44,29,4,33.39,Operativo
4161,2025-06-26,Santa Rosa,Plástico,11.92,68,57,0,27.53,Operativo
4162,2025-04-05,Puente Piedra,Peligroso,3.68,38,35,1,26.62,Mantenimiento
4163,2025-09-19,Puente Piedra,Orgánico,2.61,71,78,0,19.39,Operativo
4164,2025-08-22,Los Olivos,Papel y Cartón,7.01,79,22,3,22.15,Operativo
4165,2026-05-12,Los Olivos,Orgánico,15.53,38,73,3,22.97,Operativo
4166,2024-10-21,Independencia,Orgánico,13.29,70,65,4,29.59,Operativo
4167,2024-09-08,Los Olivos,Orgánico,7.26,44,45,0,12.28,Operativo
4168,2024-11-24,Los Olivos,Metal,17.66,45,58,0,27.26,Operativo
4169,2024-10-17,Comas,Peligroso,12.72,22,41,0,4.54,Operativo
4170,2026-02-06,Santa Rosa,Vidrio,7.89,31,99,5,5.27,Operativo
4171,2025-05-17,Los Olivos,Metal,8.93,66,47,4,7.95,Operativo
4172,2026-06-10,Ancón,Plástico,11.19,68,33,5,20.89,Operativo
4173,2025-06-20,Santa Rosa,Papel y Cartón,7.63,55,54,0,24.7,Operativo
4174,2024-08-19,San Martín de Porres,Vidrio,11.04,38,38,5,14.13,Operativo
4175,2025-09-01,Independencia,Metal,3.51,22,95,4,2.68,Operativo
4176,2024-08-01,San Martín de Porres,Peligroso,8.01,77,86,4,28.26,Operativo
4177,2025-12-31,Independencia,Peligroso,10.85,53,27,1,4.92,Operativo
4178,2026-02-22,Ancón,Plástico,2.28,52,99,2,24.92,Operativo
4179,2025-01-07,Puente Piedra,Peligroso,6.66,56,95,2,34.64,Operativo
4180,2024-12-29,San Martín de Porres,Orgánico,18.7,25,89,0,20.85,Operativo
4181,2026-02-04,San Martín de Porres,Metal,17.12,46,82,3,29.78,Mantenimiento
4182,2025-03-20,San Martín de Porres,Orgánico,14.43,36,48,5,2.44,Operativo
4183,2026-04-19,Los Olivos,Orgánico,10.15,53,39,3,12.17,Mantenimiento
4184,2026-05-05,Puente Piedra,Metal,13.59,51,47,2,27.6,Operativo
4185,2025-10-20,Los Olivos,Orgánico,10.52,67,91,2,29.43,Operativo
4186,2025-07-26,Ancón,Plástico,19.44,65,30,5,27.55,Operativo
4187,2025-02-07,Carabayllo,Papel y Cartón,6.87,55,40,5,13.82,Operativo
4188,2026-04-30,Carabayllo,Papel y Cartón,5.41,38,30,5,29.64,Mantenimiento
4189,2025-04-30,Puente Piedra,Plástico,18.99,21,31,5,5.7,Operativo
4190,2024-10-09,Ancón,Plástico,19.44,24,45,3,18.83,Operativo
4191,2025-02-16,Los Olivos,Vidrio,11.59,61,31,2,5.31,Operativo
4192,2024-07-27,Santa Rosa,Orgánico,7.8,41,32,1,19.49,Operativo
4193,2025-07-11,San Martín de Porres,Plástico,13.92,71,54,2,31.71,Operativo
4194,2024-12-20,Santa Rosa,Metal,12.87,61,34,3,21.43,Operativo
4195,2025-02-03,Carabayllo,Orgánico,12.04,78,46,2,27.08,Operativo
4196,2026-03-20,Puente Piedra,Plástico,14.44,33,55,3,7.58,Operativo
4197,2024-09-24,Comas,Peligroso,2.47,79,82,1,21.84,Operativo
4198,2025-09-18,Santa Rosa,Vidrio,8.77,71,20,0,14.57,Operativo
4199,2024-10-10,San Martín de Porres,Peligroso,2.12,57,82,2,23.79,Operativo
4200,2026-02-03,Puente Piedra,Plástico,12.06,52,65,3,20.69,Operativo
4201,2026-02-03,San Martín de Porres,Orgánico,5.63,53,65,5,34.09,Operativo
4202,2024-09-02,Santa Rosa,Plástico,14.84,20,47,2,30.17,Operativo
4203,2025-02-21,Ancón,Vidrio,19.37,32,35,2,6.69,Operativo
4204,2026-03-06,Los Olivos,Orgánico,15.33,55,76,1,34.77,Operativo
4205,2025-01-02,Independencia,Metal,14.87,62,89,3,33.99,Mantenimiento
4206,2025-10-14,Carabayllo,Metal,11.07,49,49,0,15.23,Operativo
4207,2026-03-10,Puente Piedra,Papel y Cartón,9.7,75,23,3,34.63,Operativo
4208,2024-11-10,Santa Rosa,Metal,17.96,25,40,4,28.0,Operativo
4209,2024-10-13,Santa Rosa,Vidrio,16.1,38,48,0,7.57,Operativo
4210,2025-02-13,Puente Piedra,Vidrio,10.6,35,22,0,2.89,Operativo
4211,2024-07-29,Santa Rosa,Papel y Cartón,12.28,69,44,3,31.11,Operativo
4212,2025-03-06,San Martín de Porres,Vidrio,3.87,29,60,2,29.17,Operativo
4213,2024-08-31,Ancón,Metal,5.64,71,65,2,28.95,Operativo
4214,2024-08-07,Puente Piedra,Papel y Cartón,7.72,47,85,0,12.12,Operativo
4215,2025-06-03,Comas,Plástico,7.54,66,81,1,32.14,Operativo
4216,2024-10-21,Carabayllo,Peligroso,14.13,20,99,4,28.2,Mantenimiento
4217,2024-12-20,Carabayllo,Plástico,4.93,56,53,4,28.36,Mantenimiento
4218,2024-08-26,Puente Piedra,Plástico,8.77,53,78,3,10.85,Mantenimiento
4219,2024-08-22,Santa Rosa,Metal,12.35,44,74,2,8.18,Operativo
4220,2025-06-23,Carabayllo,Metal,3.49,65,29,3,23.5,Operativo
4221,2026-07-01,San Martín de Porres,Vidrio,7.01,26,63,3,6.34,Operativo
4222,2024-10-04,Carabayllo,Metal,17.22,23,66,0,26.87,Operativo
4223,2025-06-23,Independencia,Plástico,4.56,71,64,2,28.86,Operativo
4224,2024-08-26,Ancón,Vidrio,4.76,73,32,1,11.44,Operativo
4225,2025-06-28,Ancón,Vidrio,10.2,43,89,4,11.76,Operativo
4226,2025-03-12,Puente Piedra,Plástico,19.4,40,73,3,27.58,Operativo
4227,2025-03-22,Los Olivos,Peligroso,10.96,32,79,0,7.08,Operativo
4228,2025-03-19,San Martín de Porres,Peligroso,5.08,57,28,3,29.23,Mantenimiento
4229,2025-02-15,Comas,Peligroso,8.31,55,69,4,26.17,Operativo
4230,2025-04-06,Carabayllo,Orgánico,16.2,76,78,5,34.0,Operativo
4231,2026-02-05,Ancón,Peligroso,14.1,28,21,3,26.99,Operativo
4232,2025-10-02,Puente Piedra,Peligroso,7.89,62,82,4,15.98,Operativo
4233,2024-07-14,Ancón,Vidrio,15.79,20,46,2,27.15,Operativo
4234,2026-02-11,Los Olivos,Orgánico,19.39,29,65,2,18.01,Operativo
4235,2026-04-02,Santa Rosa,Plástico,11.9,42,88,3,19.67,Operativo
4236,2026-05-13,Carabayllo,Metal,17.78,27,74,4,2.75,Operativo
4237,2025-09-17,Puente Piedra,Orgánico,17.28,51,55,4,7.39,Operativo
4238,2024-09-28,San Martín de Porres,Plástico,10.32,39,24,5,8.25,Operativo
4239,2025-11-27,Santa Rosa,Metal,17.87,22,21,3,16.87,Operativo
4240,2024-10-04,Independencia,Orgánico,13.78,20,91,0,22.97,Operativo
4241,2024-11-27,San Martín de Porres,Plástico,15.83,49,56,1,7.32,Operativo
4242,2025-09-07,Los Olivos,Vidrio,19.07,74,89,2,22.22,Operativo
4243,2025-06-06,Carabayllo,Orgánico,15.52,28,65,3,2.07,Operativo
4244,2024-11-27,Ancón,Plástico,18.67,57,41,4,15.15,Operativo
4245,2025-01-04,Carabayllo,Papel y Cartón,16.89,30,77,4,7.83,Operativo
4246,2025-09-12,San Martín de Porres,Orgánico,13.25,44,26,1,26.01,Operativo
4247,2025-05-06,Santa Rosa,Peligroso,16.85,35,49,0,28.35,Operativo
4248,2025-04-02,Santa Rosa,Metal,5.8,49,53,0,14.03,Mantenimiento
4249,2025-06-22,San Martín de Porres,Orgánico,13.81,78,88,0,21.58,Operativo
4250,2026-04-16,Carabayllo,Papel y Cartón,17.94,47,23,2,29.74,Operativo
4251,2024-08-08,Carabayllo,Plástico,13.2,75,35,4,12.67,Operativo
4252,2025-01-05,Puente Piedra,Papel y Cartón,9.68,36,92,3,10.0,Operativo
4253,2025-08-05,Carabayllo,Peligroso,2.21,52,84,5,10.51,Operativo
4254,2026-04-09,San Martín de Porres,Papel y Cartón,12.16,21,62,2,13.96,Operativo
4255,2025-12-05,Independencia,Peligroso,7.25,35,48,3,27.78,Operativo
4256,2025-05-18,Santa Rosa,Vidrio,2.36,24,67,2,5.31,Operativo
4257,2025-08-27,Comas,Plástico,15.93,78,25,5,17.57,Operativo
4258,2025-01-09,Santa Rosa,Metal,11.11,43,92,4,33.29,Operativo
4259,2025-04-11,Santa Rosa,Plástico,14.48,41,25,3,16.36,Operativo
4260,2025-09-29,Los Olivos,Papel y Cartón,2.98,64,57,1,15.73,Operativo
4261,2025-09-06,Los Olivos,Metal,6.85,39,39,1,31.09,Operativo
4262,2024-12-14,Independencia,Plástico,19.4,42,46,1,32.14,Operativo
4263,2025-10-09,Puente Piedra,Vidrio,6.0,23,87,3,34.64,Operativo
4264,2025-02-25,Los Olivos,Metal,4.38,31,66,5,16.75,Operativo
4265,2026-05-11,Puente Piedra,Peligroso,4.51,30,71,5,14.78,Operativo
4266,2025-12-30,Independencia,Peligroso,9.43,30,91,5,23.43,Operativo
4267,2025-02-23,Ancón,Plástico,2.42,61,70,2,30.09,Operativo
4268,2025-10-19,Puente Piedra,Papel y Cartón,17.61,73,81,2,18.88,Mantenimiento
4269,2025-07-23,Puente Piedra,Vidrio,13.77,20,47,2,23.12,Operativo
4270,2025-02-19,Santa Rosa,Peligroso,16.32,74,76,2,19.82,Operativo
4271,2024-08-05,Ancón,Metal,2.61,66,65,4,13.28,Operativo
4272,2025-04-14,Comas,Papel y Cartón,8.78,31,84,4,28.2,Operativo
4273,2024-12-08,Los Olivos,Peligroso,13.95,22,69,3,6.67,Operativo
4274,2025-04-27,Ancón,Plástico,7.02,58,29,1,11.62,Operativo
4275,2025-03-13,Ancón,Metal,5.06,72,72,4,16.34,Operativo
4276,2025-10-30,San Martín de Porres,Plástico,4.3,33,98,5,4.32,Operativo
4277,2025-04-23,Santa Rosa,Vidrio,8.23,44,63,4,26.73,Operativo
4278,2025-10-23,Los Olivos,Papel y Cartón,18.92,65,28,4,6.83,Mantenimiento
4279,2025-10-30,Puente Piedra,Metal,2.41,64,49,3,11.1,Operativo
4280,2025-10-19,Santa Rosa,Plástico,11.44,70,45,2,29.99,Operativo
4281,2026-05-22,Ancón,Metal,11.56,35,28,3,12.08,Operativo
4282,2025-08-31,San Martín de Porres,Vidrio,17.27,43,67,4,10.59,Operativo
4283,2026-06-03,Carabayllo,Peligroso,9.67,71,54,1,21.57,Operativo
4284,2026-06-10,Independencia,Peligroso,7.66,22,66,1,25.75,Operativo
4285,2025-02-20,Puente Piedra,Vidrio,10.87,25,44,2,4.06,Operativo
4286,2025-09-05,Carabayllo,Vidrio,3.22,59,38,5,29.63,Operativo
4287,2026-02-28,Los Olivos,Papel y Cartón,8.6,32,66,5,18.63,Operativo
4288,2024-07-19,Los Olivos,Papel y Cartón,8.11,30,21,5,26.64,Operativo
4289,2025-11-12,Carabayllo,Metal,15.7,69,94,0,2.49,Mantenimiento
4290,2025-12-31,Ancón,Peligroso,17.02,44,43,3,25.03,Mantenimiento
4291,2026-04-14,Puente Piedra,Plástico,4.6,27,55,4,33.94,Operativo
4292,2025-04-19,Santa Rosa,Orgánico,12.76,33,84,3,2.9,Operativo
4293,2025-07-03,Los Olivos,Plástico,14.9,22,33,1,26.68,Operativo
4294,2024-10-07,San Martín de Porres,Metal,17.7,52,42,5,33.88,Operativo
4295,2025-08-24,Santa Rosa,Plástico,16.83,75,77,5,3.06,Operativo
4296,2024-09-14,Comas,Peligroso,4.06,79,73,3,9.43,Operativo
4297,2025-05-06,Ancón,Orgánico,15.64,78,80,4,34.19,Operativo
4298,2024-08-23,Independencia,Peligroso,6.43,77,37,1,33.47,Operativo
4299,2025-12-29,San Martín de Porres,Papel y Cartón,9.64,75,71,1,11.63,Operativo
4300,2025-09-30,Santa Rosa,Plástico,9.73,43,84,1,2.91,Operativo
4301,2024-07-25,Puente Piedra,Orgánico,3.93,20,56,1,19.15,Operativo
4302,2025-06-24,Comas,Peligroso,15.86,55,40,5,23.1,Operativo
4303,2025-08-23,San Martín de Porres,Vidrio,17.48,60,23,4,18.56,Operativo
4304,2026-06-05,Comas,Vidrio,17.5,30,48,1,10.49,Operativo
4305,2024-12-19,Puente Piedra,Plástico,17.08,67,59,4,23.06,Operativo
4306,2026-04-09,Independencia,Peligroso,9.18,50,93,5,20.8,Operativo
4307,2024-11-10,Los Olivos,Vidrio,13.35,22,99,2,32.77,Operativo
4308,2026-02-09,Carabayllo,Metal,4.71,35,89,5,22.77,Mantenimiento
4309,2025-12-03,Puente Piedra,Metal,16.16,72,55,5,18.57,Operativo
4310,2026-03-30,Ancón,Orgánico,17.28,55,51,5,3.94,Operativo
4311,2026-05-30,Independencia,Vidrio,5.54,48,98,0,34.43,Operativo
4312,2026-01-28,Carabayllo,Peligroso,8.22,21,30,2,12.56,Operativo
4313,2025-03-22,Puente Piedra,Peligroso,2.72,77,76,4,25.8,Operativo
4314,2025-04-07,San Martín de Porres,Orgánico,17.93,56,63,5,17.27,Operativo
4315,2025-11-06,Los Olivos,Metal,11.08,22,38,4,2.46,Operativo
4316,2024-09-14,Independencia,Papel y Cartón,9.54,27,82,4,25.07,Operativo
4317,2026-03-07,Independencia,Orgánico,8.01,30,26,2,29.36,Operativo
4318,2026-06-03,Ancón,Plástico,16.73,51,33,1,31.46,Operativo
4319,2026-02-04,Ancón,Metal,6.42,54,45,0,22.91,Operativo
4320,2025-10-29,Puente Piedra,Orgánico,8.18,61,63,4,6.39,Operativo
4321,2026-06-03,Ancón,Peligroso,18.81,59,92,3,3.04,Operativo
4322,2025-06-29,Los Olivos,Peligroso,8.32,36,87,4,33.65,Operativo
4323,2026-05-03,Los Olivos,Metal,12.25,58,44,1,29.6,Operativo
4324,2025-01-28,San Martín de Porres,Orgánico,12.4,22,43,3,6.28,Operativo
4325,2024-11-20,Puente Piedra,Metal,15.53,69,76,4,12.17,Operativo
4326,2024-09-04,Comas,Peligroso,14.91,33,85,0,5.2,Operativo
4327,2025-10-09,Santa Rosa,Orgánico,5.79,63,67,4,24.26,Operativo
4328,2026-03-10,Independencia,Peligroso,2.54,71,70,5,13.94,Operativo
4329,2025-04-30,Ancón,Papel y Cartón,6.58,74,48,3,30.11,Mantenimiento
4330,2025-08-21,Independencia,Papel y Cartón,6.71,65,86,1,8.21,Operativo
4331,2026-02-05,San Martín de Porres,Papel y Cartón,12.84,30,89,5,12.62,Operativo
4332,2025-03-15,Ancón,Vidrio,13.95,29,36,3,6.8,Mantenimiento
4333,2025-12-22,Santa Rosa,Metal,10.5,66,90,4,6.5,Operativo
4334,2025-12-30,Independencia,Papel y Cartón,5.22,69,97,2,28.71,Operativo
4335,2025-06-20,Santa Rosa,Peligroso,12.43,42,88,3,34.06,Mantenimiento
4336,2025-12-07,Independencia,Papel y Cartón,19.63,55,88,0,18.28,Operativo
4337,2025-02-11,Comas,Metal,14.13,44,24,5,25.76,Operativo
4338,2025-08-09,San Martín de Porres,Plástico,8.49,26,64,2,24.74,Operativo
4339,2024-09-25,Santa Rosa,Orgánico,13.52,38,81,5,34.5,Operativo
4340,2025-12-29,San Martín de Porres,Peligroso,11.02,52,60,0,28.96,Operativo
4341,2025-09-11,San Martín de Porres,Peligroso,15.53,61,24,1,29.6,Operativo
4342,2024-12-25,Ancón,Plástico,14.16,43,93,3,21.22,Operativo
4343,2025-12-04,Carabayllo,Metal,17.42,78,42,5,12.85,Operativo
4344,2026-05-01,Los Olivos,Peligroso,19.24,29,74,3,5.69,Mantenimiento
4345,2026-06-20,Independencia,Vidrio,7.18,22,60,0,18.47,Mantenimiento
4346,2026-04-27,Ancón,Peligroso,17.5,38,96,3,5.22,Operativo
4347,2025-03-28,Independencia,Metal,18.27,51,74,4,18.2,Operativo
4348,2025-05-17,Carabayllo,Orgánico,9.12,52,33,4,34.35,Operativo
4349,2026-03-18,Santa Rosa,Orgánico,7.95,73,32,4,21.34,Operativo
4350,2025-01-28,Los Olivos,Papel y Cartón,6.65,74,57,0,9.28,Operativo
4351,2024-08-31,Independencia,Metal,19.16,25,24,5,31.17,Operativo
4352,2024-11-17,Puente Piedra,Plástico,10.66,21,80,5,4.62,Operativo
4353,2025-06-10,Independencia,Plástico,8.85,34,82,0,7.74,Mantenimiento
4354,2025-06-04,San Martín de Porres,Peligroso,6.71,34,91,4,27.77,Operativo
4355,2024-08-30,Carabayllo,Papel y Cartón,8.96,43,44,0,19.16,Operativo
4356,2024-10-27,Los Olivos,Orgánico,17.95,46,55,0,31.1,Operativo
4357,2025-07-22,Independencia,Metal,7.71,24,21,2,28.65,Operativo
4358,2024-08-11,Puente Piedra,Metal,18.51,38,99,2,7.2,Operativo
4359,2024-08-01,Los Olivos,Orgánico,19.42,42,51,3,26.01,Operativo
4360,2025-03-22,Independencia,Orgánico,7.77,73,29,4,25.63,Operativo
4361,2025-12-04,Santa Rosa,Peligroso,8.44,34,89,0,26.43,Operativo
4362,2025-10-14,Santa Rosa,Vidrio,19.35,49,28,0,7.23,Operativo
4363,2026-06-02,Independencia,Orgánico,19.94,59,95,0,14.41,Operativo
4364,2024-10-07,Ancón,Plástico,5.18,42,51,1,28.64,Mantenimiento
4365,2024-07-27,Comas,Peligroso,4.09,46,30,3,25.83,Mantenimiento
4366,2024-10-25,Ancón,Vidrio,10.83,50,51,1,26.87,Operativo
4367,2024-08-24,Comas,Metal,6.55,63,62,4,34.86,Operativo
4368,2026-07-11,Comas,Orgánico,4.99,31,86,4,5.36,Operativo
4369,2025-01-22,Comas,Orgánico,16.2,74,30,2,34.98,Operativo
4370,2025-06-09,Ancón,Orgánico,16.39,45,25,2,17.53,Operativo
4371,2024-08-02,Puente Piedra,Plástico,17.76,71,93,3,3.34,Operativo
4372,2025-03-31,Ancón,Vidrio,2.11,20,45,0,16.9,Operativo
4373,2025-05-27,Puente Piedra,Orgánico,12.42,56,43,1,34.67,Operativo
4374,2026-05-08,Los Olivos,Plástico,11.21,43,96,1,13.75,Operativo
4375,2025-01-11,Carabayllo,Peligroso,6.69,29,84,3,21.99,Operativo
4376,2026-06-24,San Martín de Porres,Plástico,10.73,67,25,2,34.14,Mantenimiento
4377,2025-06-08,Comas,Metal,19.99,25,42,5,20.25,Operativo
4378,2026-05-06,Carabayllo,Plástico,4.48,57,22,2,27.51,Operativo
4379,2026-04-24,Ancón,Peligroso,12.76,29,68,4,31.14,Operativo
4380,2026-02-09,Ancón,Vidrio,8.8,32,58,2,17.82,Operativo
4381,2025-10-11,Los Olivos,Peligroso,11.66,54,88,2,29.29,Operativo
4382,2025-11-08,Ancón,Metal,14.94,39,71,4,3.94,Operativo
4383,2026-06-12,Puente Piedra,Peligroso,10.7,56,49,2,9.94,Mantenimiento
4384,2025-07-18,Los Olivos,Peligroso,2.97,42,63,0,13.74,Operativo
4385,2025-02-27,San Martín de Porres,Papel y Cartón,11.58,79,99,1,4.26,Operativo
4386,2025-01-05,Carabayllo,Orgánico,2.63,73,61,1,16.2,Mantenimiento
4387,2024-11-15,Los Olivos,Plástico,3.21,45,98,0,9.63,Operativo
4388,2026-03-03,Independencia,Papel y Cartón,6.9,50,63,3,15.52,Operativo
4389,2025-05-16,Carabayllo,Peligroso,5.2,48,52,5,33.76,Operativo
4390,2025-06-24,Los Olivos,Metal,6.72,74,54,2,7.45,Operativo
4391,2025-01-12,San Martín de Porres,Vidrio,11.15,63,65,4,33.85,Mantenimiento
4392,2025-02-03,Comas,Papel y Cartón,14.69,64,91,1,16.07,Operativo
4393,2026-06-20,Independencia,Plástico,5.17,34,61,0,19.08,Operativo
4394,2026-07-12,Santa Rosa,Papel y Cartón,9.44,79,99,3,15.1,Operativo
4395,2024-08-08,Santa Rosa,Metal,16.91,34,42,4,14.15,Operativo
4396,2025-07-29,Carabayllo,Vidrio,3.61,74,48,1,32.27,Mantenimiento
4397,2024-09-04,Los Olivos,Metal,15.66,28,22,5,4.91,Operativo
4398,2026-04-30,Puente Piedra,Peligroso,5.78,56,27,1,27.83,Operativo
4399,2025-12-23,Carabayllo,Metal,2.64,73,31,1,15.65,Operativo
4400,2025-12-01,Los Olivos,Orgánico,9.71,76,32,3,25.16,Mantenimiento
4401,2024-07-20,Carabayllo,Plástico,13.44,43,80,4,20.82,Operativo
4402,2026-06-02,Independencia,Vidrio,15.84,64,78,4,14.09,Operativo
4403,2026-03-15,Ancón,Metal,7.76,76,58,5,10.45,Operativo
4404,2026-05-19,Carabayllo,Metal,11.79,48,37,3,12.29,Mantenimiento
4405,2024-08-21,Santa Rosa,Papel y Cartón,3.8,43,75,4,10.95,Operativo
4406,2024-08-07,Carabayllo,Orgánico,11.49,54,23,3,28.35,Operativo
4407,2025-08-22,Independencia,Plástico,8.16,55,22,0,22.55,Operativo
4408,2025-08-04,San Martín de Porres,Peligroso,13.2,29,38,5,30.0,Operativo
4409,2025-09-14,Ancón,Papel y Cartón,9.74,73,86,0,32.54,Operativo
4410,2025-11-10,Ancón,Vidrio,3.45,51,86,3,28.54,Operativo
4411,2025-03-17,Comas,Vidrio,12.95,45,67,0,21.51,Operativo
4412,2026-01-23,Puente Piedra,Vidrio,6.23,63,54,4,28.84,Operativo
4413,2024-08-09,Santa Rosa,Vidrio,13.37,68,58,4,18.29,Operativo
4414,2025-01-19,Santa Rosa,Vidrio,16.93,77,45,4,9.59,Operativo
4415,2025-10-08,Santa Rosa,Metal,10.01,42,88,5,19.14,Operativo
4416,2025-02-01,Puente Piedra,Peligroso,10.9,75,93,3,33.72,Operativo
4417,2026-03-07,Ancón,Metal,14.85,20,77,5,12.82,Operativo
4418,2025-11-04,Carabayllo,Orgánico,8.03,69,54,2,33.85,Operativo
4419,2025-05-03,Puente Piedra,Metal,13.17,29,74,2,9.72,Operativo
4420,2024-08-13,Independencia,Orgánico,15.08,60,32,1,17.33,Operativo
4421,2025-04-11,Independencia,Papel y Cartón,9.81,74,85,1,9.4,Operativo
4422,2025-01-24,Ancón,Plástico,7.39,67,30,1,7.18,Operativo
4423,2026-01-04,Independencia,Orgánico,11.17,68,47,0,3.77,Operativo
4424,2025-04-17,San Martín de Porres,Vidrio,7.2,76,31,1,28.72,Mantenimiento
4425,2024-10-10,Independencia,Orgánico,17.39,35,40,5,31.61,Operativo
4426,2026-01-29,Ancón,Peligroso,3.23,30,51,3,32.43,Mantenimiento
4427,2026-04-18,Los Olivos,Papel y Cartón,16.94,42,35,1,9.92,Operativo
4428,2025-08-16,Santa Rosa,Papel y Cartón,17.55,57,36,0,6.48,Mantenimiento
4429,2024-12-03,Los Olivos,Peligroso,4.42,60,50,5,6.18,Operativo
4430,2026-02-14,Puente Piedra,Peligroso,18.04,26,51,5,20.43,Operativo
4431,2026-03-28,Los Olivos,Vidrio,11.73,50,80,0,23.24,Operativo
4432,2024-10-07,Ancón,Peligroso,12.17,61,88,3,14.0,Operativo
4433,2024-08-09,Ancón,Vidrio,10.15,28,47,5,10.67,Operativo
4434,2026-06-18,Ancón,Peligroso,17.29,44,41,2,14.55,Operativo
4435,2026-06-20,Santa Rosa,Metal,4.09,41,96,4,34.21,Operativo
4436,2025-01-15,Ancón,Papel y Cartón,2.35,49,74,1,27.84,Operativo
4437,2026-06-21,Santa Rosa,Vidrio,4.6,50,42,0,27.37,Operativo
4438,2026-01-08,San Martín de Porres,Vidrio,4.52,30,70,4,23.18,Operativo
4439,2024-08-19,San Martín de Porres,Metal,11.38,22,60,3,18.31,Operativo
4440,2025-11-04,Comas,Metal,3.23,27,39,4,31.11,Operativo
4441,2026-04-17,Comas,Plástico,5.36,30,70,0,27.23,Operativo
4442,2024-11-23,Comas,Orgánico,12.88,56,72,1,4.77,Operativo
4443,2024-08-21,Santa Rosa,Metal,16.93,58,41,2,10.96,Operativo
4444,2025-05-30,Puente Piedra,Vidrio,8.88,75,71,2,2.66,Mantenimiento
4445,2025-08-24,Puente Piedra,Orgánico,19.16,76,93,3,16.18,Mantenimiento
4446,2025-09-03,Santa Rosa,Vidrio,14.11,21,42,2,31.48,Operativo
4447,2024-07-17,Comas,Papel y Cartón,18.9,71,70,1,21.71,Mantenimiento
4448,2025-02-01,Los Olivos,Vidrio,10.24,46,27,4,28.09,Mantenimiento
4449,2025-06-04,Independencia,Plástico,19.31,70,82,4,7.71,Operativo
4450,2024-11-21,Carabayllo,Peligroso,5.38,39,75,1,23.63,Operativo
4451,2026-01-21,Comas,Plástico,2.03,60,29,4,12.13,Operativo
4452,2024-09-03,Santa Rosa,Papel y Cartón,4.18,37,93,0,33.39,Operativo
4453,2026-01-28,Carabayllo,Peligroso,17.95,57,36,5,18.52,Operativo
